timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699722952632,611,User Log in-1,200,OK,Thread Group 1-16,text,true,,41586,124,30,30,https://evaly.com.bd/auth/login,97,0,0
1699722952265,988,Product view,200,OK,Thread Group 1-1,text,true,,80777,413,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,81,0,0
1699722952265,81,Product view-0,308,Permanent Redirect,Thread Group 1-1,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,81,0,0
1699722952347,906,Product view-1,200,OK,Thread Group 1-1,text,true,,80346,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,113,0,0
1699722952873,382,User SignUP,200,OK,Thread Group 1-27,text,true,,41911,251,30,30,https://evaly.com.bd/auth/signup,73,0,0
1699722952873,73,User SignUP-0,308,Permanent Redirect,Thread Group 1-27,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,73,0,0
1699722952946,309,User SignUP-1,200,OK,Thread Group 1-27,text,true,,41561,125,30,30,https://evaly.com.bd/auth/signup,94,0,0
1699722952683,589,User Log in,200,OK,Thread Group 1-20,text,true,,41939,249,30,30,https://evaly.com.bd/auth/login,74,0,0
1699722952683,74,User Log in-0,308,Permanent Redirect,Thread Group 1-20,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,74,0,0
1699722952757,515,User Log in-1,200,OK,Thread Group 1-20,text,true,,41590,124,30,30,https://evaly.com.bd/auth/login,85,0,0
1699722952641,647,User Log in,200,OK,Thread Group 1-19,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,74,0,0
1699722952641,74,User Log in-0,308,Permanent Redirect,Thread Group 1-19,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,74,0,0
1699722952715,573,User Log in-1,200,OK,Thread Group 1-19,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,155,0,0
1699722952916,375,User SignUP,200,OK,Thread Group 1-9,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,76,0,0
1699722952916,76,User SignUP-0,308,Permanent Redirect,Thread Group 1-9,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,76,0,0
1699722952992,299,User SignUP-1,200,OK,Thread Group 1-9,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,154,0,0
1699722952645,661,User Log in,200,OK,Thread Group 1-2,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,73,0,0
1699722952645,73,User Log in-0,308,Permanent Redirect,Thread Group 1-2,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,73,0,0
1699722952718,588,User Log in-1,200,OK,Thread Group 1-2,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,227,0,0
1699722952862,465,User Log in,200,OK,Thread Group 1-4,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,74,0,0
1699722952862,74,User Log in-0,308,Permanent Redirect,Thread Group 1-4,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,74,0,0
1699722952936,391,User Log in-1,200,OK,Thread Group 1-4,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,101,0,0
1699722952802,557,User SignUP,200,OK,Thread Group 1-7,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,74,0,0
1699722952802,74,User SignUP-0,308,Permanent Redirect,Thread Group 1-7,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,74,0,0
1699722952876,483,User SignUP-1,200,OK,Thread Group 1-7,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,152,0,0
1699722952418,946,Product view,200,OK,Thread Group 1-21,text,true,,80776,413,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,78,0,0
1699722952418,78,Product view-0,308,Permanent Redirect,Thread Group 1-21,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,78,0,0
1699722952496,868,Product view-1,200,OK,Thread Group 1-21,text,true,,80345,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,146,0,0
1699722952830,536,product order status,200,OK,Thread Group 1-11,text,true,,40878,271,30,30,https://evaly.com.bd/orders?page=1&status=,76,0,0
1699722952830,76,product order status-0,308,Permanent Redirect,Thread Group 1-11,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,76,0,0
1699722952906,460,product order status-1,200,OK,Thread Group 1-11,text,true,,40518,135,30,30,https://evaly.com.bd/orders?page=1&status=,164,0,0
1699722952513,926,Wiew items in my cart,200,OK,Thread Group 1-15,text,true,,83023,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,74,0,0
1699722952513,74,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-15,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,74,0,0
1699722952587,461,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-15,text,true,,41085,127,30,30,https://evaly.com.bd/orders/create,101,0,0
1699722953048,391,Wiew items in my cart-2,200,OK,Thread Group 1-15,text,true,,41586,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,103,0,0
1699722952806,638,User SignUP,200,OK,Thread Group 1-24,text,true,,41916,251,30,30,https://evaly.com.bd/auth/signup,72,0,0
1699722952806,72,User SignUP-0,308,Permanent Redirect,Thread Group 1-24,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,72,0,0
1699722952879,565,User SignUP-1,200,OK,Thread Group 1-24,text,true,,41566,125,30,30,https://evaly.com.bd/auth/signup,156,0,0
1699722953006,452,User SignUP,200,OK,Thread Group 1-18,text,true,,41911,251,30,30,https://evaly.com.bd/auth/signup,72,0,0
1699722953006,72,User SignUP-0,308,Permanent Redirect,Thread Group 1-18,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,72,0,0
1699722953079,379,User SignUP-1,200,OK,Thread Group 1-18,text,true,,41561,125,30,30,https://evaly.com.bd/auth/signup,233,0,0
1699722953023,447,User Log in,200,OK,Thread Group 1-14,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,76,0,0
1699722953023,76,User Log in-0,308,Permanent Redirect,Thread Group 1-14,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,76,0,0
1699722953099,371,User Log in-1,200,OK,Thread Group 1-14,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,155,0,0
1699722952936,538,product order status,200,OK,Thread Group 1-3,text,true,,40878,271,30,30,https://evaly.com.bd/orders?page=1&status=,75,0,0
1699722952936,75,product order status-0,308,Permanent Redirect,Thread Group 1-3,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,75,0,0
1699722953012,462,product order status-1,200,OK,Thread Group 1-3,text,true,,40518,135,30,30,https://evaly.com.bd/orders?page=1&status=,244,0,0
1699722952562,913,Search Product,200,OK,Thread Group 1-6,text,true,,93626,275,30,30,https://evaly.com.bd/search?page=1&term=pant,74,0,0
1699722952562,74,Search Product-0,308,Permanent Redirect,Thread Group 1-6,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,74,0,0
1699722952636,839,Search Product-1,200,OK,Thread Group 1-6,text,true,,93264,137,30,30,https://evaly.com.bd/search?page=1&term=pant,324,0,0
1699722952581,927,User Log in,200,OK,Thread Group 1-29,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,73,0,0
1699722952581,73,User Log in-0,308,Permanent Redirect,Thread Group 1-29,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,73,0,0
1699722952655,853,User Log in-1,200,OK,Thread Group 1-29,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,276,0,0
1699722953165,385,User Log in,200,OK,Thread Group 1-28,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,73,0,0
1699722953165,73,User Log in-0,308,Permanent Redirect,Thread Group 1-28,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,73,0,0
1699722953238,312,User Log in-1,200,OK,Thread Group 1-28,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,96,0,0
1699722953244,447,User SignUP,200,OK,Thread Group 1-16,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,74,0,0
1699722953244,74,User SignUP-0,308,Permanent Redirect,Thread Group 1-16,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,74,0,0
1699722953318,373,User SignUP-1,200,OK,Thread Group 1-16,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,83,0,0
1699722952961,756,Wiew items in my cart,200,OK,Thread Group 1-17,text,true,,83021,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,73,0,0
1699722952961,73,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-17,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,73,0,0
1699722953034,382,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-17,text,true,,41084,127,30,30,https://evaly.com.bd/orders/create,236,0,0
1699722953416,301,Wiew items in my cart-2,200,OK,Thread Group 1-17,text,true,,41585,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,84,0,0
1699722953273,446,User SignUP,200,OK,Thread Group 1-20,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,73,0,0
1699722953273,73,User SignUP-0,308,Permanent Redirect,Thread Group 1-20,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,73,0,0
1699722953346,373,User SignUP-1,200,OK,Thread Group 1-20,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,82,0,0
1699722953289,431,User SignUP,200,OK,Thread Group 1-19,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,74,0,0
1699722953289,74,User SignUP-0,308,Permanent Redirect,Thread Group 1-19,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,74,0,0
1699722953363,357,User SignUP-1,200,OK,Thread Group 1-19,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,83,0,0
1699722952625,1100,Wiew items in my cart,200,OK,Thread Group 1-30,text,true,,83022,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,73,0,0
1699722952625,73,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-30,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,73,0,0
1699722952698,598,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-30,text,true,,41085,127,30,30,https://evaly.com.bd/orders/create,240,0,0
1699722953296,429,Wiew items in my cart-2,200,OK,Thread Group 1-30,text,true,,41585,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,84,0,0
1699722953327,448,User SignUP,200,OK,Thread Group 1-4,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,74,0,0
1699722953327,74,User SignUP-0,308,Permanent Redirect,Thread Group 1-4,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,74,0,0
1699722953402,373,User SignUP-1,200,OK,Thread Group 1-4,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,81,0,0
1699722953256,537,Search Product,200,OK,Thread Group 1-27,text,true,,93626,275,30,30,https://evaly.com.bd/search?page=1&term=pant,74,0,0
1699722953256,74,Search Product-0,308,Permanent Redirect,Thread Group 1-27,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,74,0,0
1699722953330,463,Search Product-1,200,OK,Thread Group 1-27,text,true,,93264,137,30,30,https://evaly.com.bd/search?page=1&term=pant,102,0,0
1699722953471,341,User SignUP,200,OK,Thread Group 1-14,text,true,,41916,251,30,30,https://evaly.com.bd/auth/signup,74,0,0
1699722953471,74,User SignUP-0,308,Permanent Redirect,Thread Group 1-14,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,74,0,0
1699722953545,267,User SignUP-1,200,OK,Thread Group 1-14,text,true,,41566,125,30,30,https://evaly.com.bd/auth/signup,123,0,0
1699722953042,796,Product view,200,OK,Thread Group 1-8,text,true,,80775,413,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,86,0,0
1699722953042,86,Product view-0,308,Permanent Redirect,Thread Group 1-8,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,86,0,0
1699722953128,710,Product view-1,200,OK,Thread Group 1-8,text,true,,80344,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,204,0,0
1699722953254,620,Wiew items in my cart,200,OK,Thread Group 1-1,text,true,,83022,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,74,0,0
1699722953254,74,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-1,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,74,0,0
1699722953328,320,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-1,text,true,,41085,127,30,30,https://evaly.com.bd/orders/create,101,0,0
1699722953648,226,Wiew items in my cart-2,200,OK,Thread Group 1-1,text,true,,41585,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,81,0,0
1699722953475,412,User Log in,200,OK,Thread Group 1-3,text,true,,41939,249,30,30,https://evaly.com.bd/auth/login,83,0,0
1699722953475,83,User Log in-0,308,Permanent Redirect,Thread Group 1-3,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,83,0,0
1699722953559,328,User Log in-1,200,OK,Thread Group 1-3,text,true,,41590,124,30,30,https://evaly.com.bd/auth/login,112,0,0
1699722953306,597,User SignUP,200,OK,Thread Group 1-2,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,75,0,0
1699722953306,75,User SignUP-0,308,Permanent Redirect,Thread Group 1-2,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,75,0,0
1699722953382,521,User SignUP-1,200,OK,Thread Group 1-2,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,87,0,0
1699722943023,10907,Categories,200,OK,Thread Group 1-12,text,true,,660366,249,30,30,https://evaly.com.bd/categories,375,0,0
1699722943023,375,Categories-0,308,Permanent Redirect,Thread Group 1-12,text,true,,349,125,30,30,http://evaly.com.bd/categories/,375,0,0
1699722943398,10532,Categories-1,200,OK,Thread Group 1-12,text,true,,660017,124,30,30,https://evaly.com.bd/categories,92,0,0
1699722952947,995,Search Product,200,OK,Thread Group 1-10,text,true,,93627,275,30,30,https://evaly.com.bd/search?page=1&term=pant,76,0,0
1699722952947,76,Search Product-0,308,Permanent Redirect,Thread Group 1-10,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,76,0,0
1699722953024,918,Search Product-1,200,OK,Thread Group 1-10,text,true,,93265,137,30,30,https://evaly.com.bd/search?page=1&term=pant,301,0,0
1699722953439,561,product order status,200,OK,Thread Group 1-15,text,true,,40877,271,30,30,https://evaly.com.bd/orders?page=1&status=,73,0,0
1699722953439,73,product order status-0,308,Permanent Redirect,Thread Group 1-15,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,73,0,0
1699722953512,488,product order status-1,200,OK,Thread Group 1-15,text,true,,40517,135,30,30,https://evaly.com.bd/orders?page=1&status=,128,0,0
1699722953067,948,Wiew items in my cart,200,OK,Thread Group 1-13,text,true,,83027,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,76,0,0
1699722953067,76,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-13,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,76,0,0
1699722953143,440,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-13,text,true,,41085,127,30,30,https://evaly.com.bd/orders/create,198,0,0
1699722953583,432,Wiew items in my cart-2,200,OK,Thread Group 1-13,text,true,,41590,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,107,0,0
1699722952793,1240,Product view,200,OK,Thread Group 1-23,text,true,,80777,413,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,86,0,0
1699722952793,86,Product view-0,308,Permanent Redirect,Thread Group 1-23,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,86,0,0
1699722952879,1154,Product view-1,200,OK,Thread Group 1-23,text,true,,80346,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,276,0,0
1699722953366,832,User Log in,200,OK,Thread Group 1-11,text,true,,41935,249,30,30,https://evaly.com.bd/auth/login,78,0,0
1699722953366,78,User Log in-0,308,Permanent Redirect,Thread Group 1-11,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,78,0,0
1699722953444,754,User Log in-1,200,OK,Thread Group 1-11,text,true,,41586,124,30,30,https://evaly.com.bd/auth/login,262,0,0
1699722953718,578,product order status,200,OK,Thread Group 1-17,text,true,,40878,271,30,30,https://evaly.com.bd/orders?page=1&status=,73,0,0
1699722953718,73,product order status-0,308,Permanent Redirect,Thread Group 1-17,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,73,0,0
1699722953791,505,product order status-1,200,OK,Thread Group 1-17,text,true,,40518,135,30,30,https://evaly.com.bd/orders?page=1&status=,143,0,0
1699722953458,966,Search Product,200,OK,Thread Group 1-18,text,true,,93623,275,30,30,https://evaly.com.bd/search?page=1&term=pant,75,0,0
1699722953458,75,Search Product-0,308,Permanent Redirect,Thread Group 1-18,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,75,0,0
1699722953534,890,Search Product-1,200,OK,Thread Group 1-18,text,true,,93261,137,30,30,https://evaly.com.bd/search?page=1&term=pant,139,0,0
1699722953291,1194,Search Product,200,OK,Thread Group 1-9,text,true,,93626,275,30,30,https://evaly.com.bd/search?page=1&term=pant,411,0,0
1699722953291,411,Search Product-0,308,Permanent Redirect,Thread Group 1-9,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,411,0,0
1699722953702,783,Search Product-1,200,OK,Thread Group 1-9,text,true,,93264,137,30,30,https://evaly.com.bd/search?page=1&term=pant,106,0,0
1699722953875,669,product order status,200,OK,Thread Group 1-1,text,true,,40879,271,30,30,https://evaly.com.bd/orders?page=1&status=,76,0,0
1699722953875,76,product order status-0,308,Permanent Redirect,Thread Group 1-1,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,76,0,0
1699722953951,593,product order status-1,200,OK,Thread Group 1-1,text,true,,40519,135,30,30,https://evaly.com.bd/orders?page=1&status=,305,0,0
1699722953365,1324,Wiew items in my cart,200,OK,Thread Group 1-21,text,true,,83016,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,74,0,0
1699722953365,74,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-21,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,74,0,0
1699722953439,484,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-21,text,true,,41078,127,30,30,https://evaly.com.bd/orders/create,194,0,0
1699722953924,765,Wiew items in my cart-2,200,OK,Thread Group 1-21,text,true,,41586,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,217,0,0
1699722952937,1805,Wiew items in my cart,200,OK,Thread Group 1-5,text,true,,83020,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,74,0,0
1699722952937,74,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-5,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,74,0,0
1699722953011,568,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-5,text,true,,41083,127,30,30,https://evaly.com.bd/orders/create,222,0,0
1699722953580,1162,Wiew items in my cart-2,200,OK,Thread Group 1-5,text,true,,41585,144,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,869,0,0
1699722954000,802,User Log in,200,OK,Thread Group 1-15,text,true,,41935,249,30,30,https://evaly.com.bd/auth/login,377,0,0
1699722954000,377,User Log in-0,308,Permanent Redirect,Thread Group 1-15,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,377,0,0
1699722954377,425,User Log in-1,200,OK,Thread Group 1-15,text,true,,41586,124,30,30,https://evaly.com.bd/auth/login,88,0,0
1699722953887,1043,User SignUP,200,OK,Thread Group 1-3,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,77,0,0
1699722953887,77,User SignUP-0,308,Permanent Redirect,Thread Group 1-3,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,77,0,0
1699722953964,966,User SignUP-1,200,OK,Thread Group 1-3,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,679,0,0
1699722953550,1420,User SignUP,200,OK,Thread Group 1-28,text,true,,41912,251,30,30,https://evaly.com.bd/auth/signup,75,0,0
1699722953550,75,User SignUP-0,308,Permanent Redirect,Thread Group 1-28,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,75,0,0
1699722953625,1345,User SignUP-1,200,OK,Thread Group 1-28,text,true,,41562,125,30,30,https://evaly.com.bd/auth/signup,833,0,0
1699722953720,1254,Search Product,200,OK,Thread Group 1-20,text,true,,93624,275,30,30,https://evaly.com.bd/search?page=1&term=pant,73,0,0
1699722953720,73,Search Product-0,308,Permanent Redirect,Thread Group 1-20,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,73,0,0
1699722953793,1181,Search Product-1,200,OK,Thread Group 1-20,text,true,,93262,137,30,30,https://evaly.com.bd/search?page=1&term=pant,124,0,0
1699722954544,441,User Log in,200,OK,Thread Group 1-1,text,true,,41935,249,30,30,https://evaly.com.bd/auth/login,74,0,0
1699722954544,74,User Log in-0,308,Permanent Redirect,Thread Group 1-1,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,74,0,0
1699722954618,367,User Log in-1,200,OK,Thread Group 1-1,text,true,,41586,124,30,30,https://evaly.com.bd/auth/login,118,0,0
1699722953359,1632,Search Product,200,OK,Thread Group 1-7,text,true,,93625,275,30,30,https://evaly.com.bd/search?page=1&term=pant,73,0,0
1699722953359,73,Search Product-0,308,Permanent Redirect,Thread Group 1-7,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,73,0,0
1699722953433,1558,Search Product-1,200,OK,Thread Group 1-7,text,true,,93263,137,30,30,https://evaly.com.bd/search?page=1&term=pant,104,0,0
1699722953776,1223,Search Product,200,OK,Thread Group 1-4,text,true,,93634,275,30,30,https://evaly.com.bd/search?page=1&term=pant,75,0,0
1699722953776,75,Search Product-0,308,Permanent Redirect,Thread Group 1-4,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,75,0,0
1699722953851,1148,Search Product-1,200,OK,Thread Group 1-4,text,true,,93272,137,30,30,https://evaly.com.bd/search?page=1&term=pant,282,0,0
1699722954015,1008,product order status,200,OK,Thread Group 1-13,text,true,,40872,271,30,30,https://evaly.com.bd/orders?page=1&status=,77,0,0
1699722954015,77,product order status-0,308,Permanent Redirect,Thread Group 1-13,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,77,0,0
1699722954092,931,product order status-1,200,OK,Thread Group 1-13,text,true,,40512,135,30,30,https://evaly.com.bd/orders?page=1&status=,235,0,0
1699722954198,842,User SignUP,200,OK,Thread Group 1-11,text,true,,41911,251,30,30,https://evaly.com.bd/auth/signup,77,0,0
1699722954198,77,User SignUP-0,308,Permanent Redirect,Thread Group 1-11,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,77,0,0
1699722954275,765,User SignUP-1,200,OK,Thread Group 1-11,text,true,,41561,125,30,30,https://evaly.com.bd/auth/signup,151,0,0
1699722953726,1373,product order status,200,OK,Thread Group 1-30,text,true,,40872,271,30,30,https://evaly.com.bd/orders?page=1&status=,73,0,0
1699722953726,73,product order status-0,308,Permanent Redirect,Thread Group 1-30,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,73,0,0
1699722953799,1300,product order status-1,200,OK,Thread Group 1-30,text,true,,40512,135,30,30,https://evaly.com.bd/orders?page=1&status=,1041,0,0
1699722953813,1312,Search Product,200,OK,Thread Group 1-14,text,true,,93624,275,30,30,https://evaly.com.bd/search?page=1&term=pant,73,0,0
1699722953813,73,Search Product-0,308,Permanent Redirect,Thread Group 1-14,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,73,0,0
1699722953886,1239,Search Product-1,200,OK,Thread Group 1-14,text,true,,93262,137,30,30,https://evaly.com.bd/search?page=1&term=pant,871,0,0
1699722954741,421,product order status,200,OK,Thread Group 1-5,text,true,,40879,271,30,30,https://evaly.com.bd/orders?page=1&status=,75,0,0
1699722954741,75,product order status-0,308,Permanent Redirect,Thread Group 1-5,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,75,0,0
1699722954816,346,product order status-1,200,OK,Thread Group 1-5,text,true,,40519,135,30,30,https://evaly.com.bd/orders?page=1&status=,131,0,0
1699722953508,1718,User SignUP,200,OK,Thread Group 1-29,text,true,,41911,251,30,30,https://evaly.com.bd/auth/signup,75,0,0
1699722953508,75,User SignUP-0,308,Permanent Redirect,Thread Group 1-29,text,true,,350,126,30,30,http://evaly.com.bd/auth/signup/,75,0,0
1699722953583,1643,User SignUP-1,200,OK,Thread Group 1-29,text,true,,41561,125,30,30,https://evaly.com.bd/auth/signup,871,0,0
1699722953692,1593,Search Product,200,OK,Thread Group 1-16,text,true,,93624,275,30,30,https://evaly.com.bd/search?page=1&term=pant,75,0,0
1699722953692,75,Search Product-0,308,Permanent Redirect,Thread Group 1-16,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,75,0,0
1699722953767,1518,Search Product-1,200,OK,Thread Group 1-16,text,true,,93262,137,30,30,https://evaly.com.bd/search?page=1&term=pant,884,0,0
1699722954297,998,User Log in,200,OK,Thread Group 1-17,text,true,,41934,249,30,30,https://evaly.com.bd/auth/login,73,0,0
1699722954297,73,User Log in-0,308,Permanent Redirect,Thread Group 1-17,text,true,,349,125,30,30,http://evaly.com.bd/auth/login/,73,0,0
1699722954371,924,User Log in-1,200,OK,Thread Group 1-17,text,true,,41585,124,30,30,https://evaly.com.bd/auth/login,491,0,0
1699722954689,678,product order status,200,OK,Thread Group 1-21,text,true,,40877,271,30,30,https://evaly.com.bd/orders?page=1&status=,73,0,0
1699722954689,73,product order status-0,308,Permanent Redirect,Thread Group 1-21,text,true,,360,136,30,30,http://evaly.com.bd/orders?page=1&status=/,73,0,0
1699722954763,604,product order status-1,200,OK,Thread Group 1-21,text,true,,40517,135,30,30,https://evaly.com.bd/orders?page=1&status=,120,0,0
1699722953720,1693,Search Product,200,OK,Thread Group 1-19,text,true,,93625,275,30,30,https://evaly.com.bd/search?page=1&term=pant,73,0,0
1699722953720,73,Search Product-0,308,Permanent Redirect,Thread Group 1-19,text,true,,362,138,30,30,http://evaly.com.bd/search?page=1&term=pant/,73,0,0
1699722953793,1620,Search Product-1,200,OK,Thread Group 1-19,text,true,,93263,137,30,30,https://evaly.com.bd/search?page=1&term=pant,939,0,0
1699722952588,2877,Wiew items in my cart,200,OK,Thread Group 1-22,text,true,,83023,399,30,30,https://evaly.com.bd/auth/login?prev=/orders/create,73,0,0
1699722952588,73,Wiew items in my cart-0,308,Permanent Redirect,Thread Group 1-22,text,true,,352,128,30,30,http://evaly.com.bd/orders/create/,73,0,0
1699722952661,1049,Wiew items in my cart-1,307,Temporary Redirect,Thread Group 1-22,text,true,,41085,127,30,30,https://evaly.com.bd/orders/create,99,0,0
