timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1699722950126,87,Product view-0,308,Permanent Redirect,Thread Group 1-20,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,87,0,0
1699722950213,837,Product view-1,200,OK,Thread Group 1-20,text,true,,80346,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,105,0,0
1699722940205,10880,Categories,200,OK,Thread Group 1-22,text,true,,660355,249,30,30,https://evaly.com.bd/categories,74,0,0
1699722940205,74,Categories-0,308,Permanent Redirect,Thread Group 1-22,text,true,,349,125,30,30,http://evaly.com.bd/categories/,74,0,0
1699722940280,10805,Categories-1,200,OK,Thread Group 1-22,text,true,,660006,124,30,30,https://evaly.com.bd/categories,88,0,0
1699722950144,983,Product view,200,OK,Thread Group 1-27,text,true,,80777,413,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,81,0,0
1699722950144,81,Product view-0,308,Permanent Redirect,Thread Group 1-27,text,true,,431,207,30,30,http://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226/,81,0,0
1699722950226,901,Product view-1,200,OK,Thread Group 1-27,text,true,,80346,206,30,30,https://evaly.com.bd/products/nobin-android-borderless-fhd-tv-with-voice-control-32-inch-2gb-ram-16gb-rom-9406226,108,0,0
1699722941152,10004,Categories,200,OK,Thread Group 1-28,text,true,,660363,249,30,30,https://evaly.com.bd/categories,83,0,0
1699722941152,84,Categories-0,308,Permanent Redirect,Thread Group 1-28,text,true,,349,125,30,30,http://evaly.com.bd/categories/,83,0,0
1699722941236,9920,Categories-1,200,OK,Thread Group 1-28,text,true,,660014,124,30,30,https://evaly.com.bd/categories,158,0,0
1699722939572,11628,Categories,200,OK,Thread Group 1-11,text,true,,660359,249,30,30,https://evaly.com.bd/categories,89,0,0
